H0	H1	H2	C0	C1	C2	
ENSG00000235920	83	74	42	206	206	62
ENSG00000235922	0	0	0	0	0	0
ENSG00000235926	7	13	3	6	1	0
ENSG00000235927	3	3	0	2	16	12
ENSG00000235929	2	1	2	0	0	0
ENSG00000235930	2	0	0	1	0	0
ENSG00000235931	0	0	0	0	2	0
ENSG00000235933	0	0	0	0	0	0
ENSG00000235934	0	3	46	0	2	4
ENSG00000235939	0	0	0	0	0	0
ENSG00000235940	0	0	0	0	0	0
ENSG00000235942	0	0	0	0	0	0
ENSG00000235943	0	0	0	0	0	0
ENSG00000235945	0	0	0	2	3	0
ENSG00000235947	0	0	0	0	0	0
ENSG00000235949	0	0	0	1	0	0
ENSG00000235951	0	0	0	0	0	0
ENSG00000235954	249	490	107	110	202	24
ENSG00000235958	2	3	0	3	4	6
ENSG00000235961	55	12	96	24	1	2
ENSG00000235964	0	0	0	0	0	0
ENSG00000235965	0	0	0	0	0	0
ENSG00000235967	0	1	1	0	0	0
ENSG00000235968	0	0	0	0	0	0
ENSG00000235972	0	0	0	0	0	0
ENSG00000235974	1	0	0	1	2	0
ENSG00000235975	0	0	1	0	0	0
ENSG00000235976	0	0	0	0	0	0
ENSG00000235978	4	8	1	2	54	6
ENSG00000235979	0	0	0	1	0	0
ENSG00000235984	0	1	0	0	0	1
ENSG00000235989	1	2	0	4	4	0
ENSG00000235990	0	0	0	0	0	0
ENSG00000235991	0	0	0	0	0	0
ENSG00000235993	142	50	46	101	52	24
ENSG00000235994	0	0	0	0	0	0
ENSG00000235996	0	0	0	0	0	0
ENSG00000235997	5	1	1	3	0	0
ENSG00000235998	0	0	0	0	0	0
ENSG00000236003	0	0	0	0	0	2
ENSG00000236004	0	0	0	0	0	0
ENSG00000236005	15	10	9	5	4	0
ENSG00000236007	4	1	2	0	0	0
ENSG00000236008	5	1	1	0	5	1
ENSG00000236013	0	2	0	0	2	0
ENSG00000236018	16	24	3	32	16	10
ENSG00000236021	1	7	1	9	12	6
ENSG00000236024	0	0	0	0	0	0
ENSG00000236025	0	0	0	0	0	0
ENSG00000236027	0	0	0	0	0	0
ENSG00000236028	0	1	0	0	0	0
ENSG00000236030	0	0	0	0	0	0
ENSG00000236031	0	1	0	0	0	0
ENSG00000236036	0	0	0	0	0	0
ENSG00000236039	1	2	0	0	6	0
ENSG00000236040	0	0	0	0	0	0
ENSG00000236041	0	0	0	0	0	0
ENSG00000236042	0	0	0	0	0	0
ENSG00000236045	0	0	0	0	0	0
ENSG00000236046	0	0	0	0	0	0
ENSG00000236047	0	2	0	2	1	1
ENSG00000236049	0	0	0	0	0	0
ENSG00000236051	15	27	3	17	13	13
ENSG00000236052	0	0	0	0	0	0
ENSG00000236056	1	0	1	0	0	0
ENSG00000236060	107	84	280	35	139	117
ENSG00000236062	1	0	0	1	1	0
ENSG00000236065	3	3	1	3	2	4
ENSG00000236068	0	0	0	0	0	0
ENSG00000236069	0	0	0	0	0	0
ENSG00000236073	1	0	0	0	0	1
ENSG00000236075	1	0	0	2	0	0
ENSG00000236076	0	0	0	0	0	1
ENSG00000236077	0	0	0	0	0	0
ENSG00000236078	0	2	0	1	1	0
ENSG00000236079	0	0	0	0	0	0
ENSG00000236081	0	0	0	0	0	0
ENSG00000236088	70	45	10	90	98	30
ENSG00000236094	43	7	45	0	0	0
ENSG00000236095	0	1	0	1	2	0
ENSG00000236098	0	0	0	0	0	0
ENSG00000236099	0	0	0	0	0	0
ENSG00000236101	0	0	0	0	0	0
ENSG00000236102	0	0	0	0	0	0
ENSG00000236104	404	730	471	375	1021	193
ENSG00000236105	30	22	4	17	17	14
ENSG00000236106	24	12	2	55	11	1
ENSG00000236107	5	1	0	0	0	4
ENSG00000236108	0	0	0	0	0	0
ENSG00000236109	0	0	0	0	0	0
ENSG00000236110	0	0	0	0	0	0
ENSG00000236114	1	2	1	0	0	0
ENSG00000236115	0	0	1	10	43	22
ENSG00000236116	0	0	0	0	0	0
ENSG00000236117	1	0	0	0	0	0
ENSG00000236118	0	0	0	0	0	0
ENSG00000236119	0	0	0	0	0	0
ENSG00000236120	0	0	0	0	0	2
ENSG00000236121	6	3	2	8	4	1
ENSG00000236129	0	0	0	0	0	0
ENSG00000236130	0	0	0	0	0	0
ENSG00000236133	0	0	0	0	0	0
ENSG00000236136	0	0	0	0	0	0
ENSG00000236137	6	6	0	0	5	1
ENSG00000236141	0	0	0	0	0	0
ENSG00000236144	528	151	353	204	102	18
ENSG00000236145	0	0	0	0	0	0
ENSG00000236146	0	0	0	0	0	0
ENSG00000236151	0	0	0	0	0	0
ENSG00000236152	178	99	169	196	100	56
ENSG00000236153	1	0	1	1	1	0
ENSG00000236154	72	1	1	1	0	0
ENSG00000236155	30	2	1	12	1	0
ENSG00000236158	3	2	0	0	0	3
ENSG00000236159	0	0	0	0	0	0
ENSG00000236160	1	0	1	0	0	0
ENSG00000236162	0	0	0	0	0	0
ENSG00000236164	0	0	0	0	0	0
ENSG00000236165	6	5	0	2	6	3
ENSG00000236166	14	8	0	1	0	0
ENSG00000236167	0	0	0	0	0	0
ENSG00000236171	1	0	4	0	0	0
ENSG00000236172	0	0	0	0	0	0
ENSG00000236176	0	0	0	0	0	0
ENSG00000236180	0	0	0	0	0	0
ENSG00000236182	10	3	1	6	1	0
ENSG00000236185	0	0	0	0	0	0
ENSG00000236190	0	0	0	0	0	0
ENSG00000236191	1	2	2	0	1	0
ENSG00000236193	0	0	0	0	0	0
ENSG00000236194	0	0	0	2	3	1
ENSG00000236197	1	3	0	0	0	0
ENSG00000236200	19	9	71	36	19	17
ENSG00000236202	0	0	0	0	0	0
ENSG00000236204	13	4	3	37	27	6
ENSG00000236206	0	0	0	0	0	0
ENSG00000236208	0	0	0	0	0	0
ENSG00000236209	0	2	0	0	0	0
ENSG00000236212	1	6	0	2	1	0
ENSG00000236213	0	0	0	0	0	0
ENSG00000236226	0	0	0	0	0	0
ENSG00000236229	0	0	0	0	0	0
ENSG00000236230	0	0	0	0	0	0
ENSG00000236231	0	0	0	0	0	0
ENSG00000236238	6	5	5	100	133	27
ENSG00000236240	0	0	0	0	0	0
ENSG00000236242	0	0	0	0	0	1
ENSG00000236243	4	1	2	6	6	1
ENSG00000236244	0	1	0	0	0	0
ENSG00000236248	3	0	1	1	3	0
ENSG00000236253	7	0	0	1	0	1
ENSG00000236254	0	0	0	0	1	0
ENSG00000236255	28	17	2	2	4	9
ENSG00000236256	2	0	0	0	2	3
ENSG00000236257	7	11	30	109	112	63
ENSG00000236258	1	0	0	0	0	0
ENSG00000236262	0	2	0	0	0	0
ENSG00000236266	3	2	31	14	4	2
ENSG00000236268	0	0	0	0	0	0
ENSG00000236269	3	0	1	8	0	1
ENSG00000236272	0	0	0	1	0	0
ENSG00000236274	0	1	0	0	0	0
ENSG00000236277	0	0	0	0	0	0
ENSG00000236278	2	0	2	5	0	0
ENSG00000236279	8	16	0	5	1	0
ENSG00000236281	65	25	88	81	62	12
ENSG00000236283	0	1	0	0	4	1
ENSG00000236287	2357	1327	987	2005	1507	479
ENSG00000236289	0	0	0	0	0	0
ENSG00000236290	0	1	0	0	3	0
ENSG00000236292	0	0	0	0	0	0
ENSG00000236295	1	0	0	0	0	0
ENSG00000236296	12	23	5	49	68	12
ENSG00000236297	6	7	13	7	9	4
ENSG00000236301	4	0	0	0	0	0
ENSG00000236303	0	0	0	0	0	0
ENSG00000236304	0	31	1	0	3	0
ENSG00000236305	6	5	1	20	5	1
ENSG00000236306	0	0	0	0	0	0
ENSG00000236308	4	2	7	7	6	2
ENSG00000236311	8	0	0	0	0	0
ENSG00000236313	0	0	0	0	0	0
ENSG00000236317	1	0	0	0	0	0
ENSG00000236318	0	0	0	0	0	0
ENSG00000236319	157	128	118	123	113	28
ENSG00000236320	0	0	0	0	2	0
ENSG00000236324	0	0	0	0	2	0
ENSG00000236325	3	0	3	4	1	0
ENSG00000236327	3	1	0	1	1	0
ENSG00000236332	0	0	0	0	0	0
ENSG00000236333	52	57	1	75	49	51
ENSG00000236335	0	0	0	0	0	0
ENSG00000236336	1	2	0	0	0	0
ENSG00000236337	3	7	2	4	7	6
ENSG00000236339	0	0	0	0	0	0
ENSG00000236340	0	0	0	0	0	0
ENSG00000236341	0	0	0	0	0	0
ENSG00000236343	24	14	2	14	11	2
ENSG00000236345	0	0	0	0	0	4
ENSG00000236349	256	122	261	433	179	65
ENSG00000236352	0	0	0	3	1	0
ENSG00000236354	0	1	0	0	0	0
ENSG00000236355	0	0	0	0	0	0
ENSG00000236356	0	0	0	0	0	0
ENSG00000236357	1	0	1	0	0	0
ENSG00000236358	0	0	0	0	0	0
ENSG00000236359	0	0	0	0	0	0
ENSG00000236364	108	54	16	84	85	36
ENSG00000236365	0	0	4	2	1	1
ENSG00000236366	1	0	0	1	0	2
ENSG00000236372	1	1	0	1	0	0
ENSG00000236373	1	3	0	0	0	0
ENSG00000236375	34	2	6	14	0	1
ENSG00000236376	0	0	0	0	0	0
ENSG00000236377	3	2	0	2	5	0
ENSG00000236378	0	0	0	0	0	0
ENSG00000236383	4	4	0	12	26	12
ENSG00000236384	0	0	0	0	0	0
ENSG00000236385	0	0	0	0	0	0
ENSG00000236386	0	0	0	0	3	0
ENSG00000236387	0	0	0	0	0	0
ENSG00000236388	0	0	0	0	1	1
ENSG00000236389	0	0	0	0	0	0
ENSG00000236390	0	0	0	0	3	1
ENSG00000236391	2	0	0	14	1	0
ENSG00000236393	0	0	0	0	1	0
ENSG00000236394	1	0	0	1	1	0
ENSG00000236395	1	0	2	1	0	0
ENSG00000236401	0	0	0	0	0	0
ENSG00000236403	0	0	0	0	0	0
ENSG00000236404	115	100	3	4	44	8
ENSG00000236405	0	0	0	0	0	0
ENSG00000236408	0	0	0	0	0	0
ENSG00000236409	5	0	0	2	1	0
ENSG00000236412	0	1	0	0	0	0
ENSG00000236413	0	0	0	1	0	0
ENSG00000236414	0	0	0	0	0	0
ENSG00000236420	100	39	8	23	9	5
ENSG00000236423	6	7	1	12	10	3
ENSG00000236425	0	4	0	0	0	0
ENSG00000236426	0	0	0	1	1	0
ENSG00000236427	0	0	0	0	0	0
ENSG00000236430	2	3	3	1	2	1
ENSG00000236432	31	18	13	1	12	3
ENSG00000236433	0	0	0	0	0	0
ENSG00000236434	0	0	0	1	0	1
ENSG00000236436	0	0	0	0	0	0
ENSG00000236437	0	0	1	0	0	0
ENSG00000236440	30	22	15	22	49	7
ENSG00000236442	0	0	0	0	1	0
ENSG00000236444	11	4	7	4	3	3
ENSG00000236445	1	0	1	1	0	0
ENSG00000236446	0	0	0	2	0	0
ENSG00000236447	0	0	0	0	0	1
ENSG00000236449	4	4	1	1	15	1
ENSG00000236451	0	0	0	0	0	0
ENSG00000236452	0	0	0	0	0	0
ENSG00000236453	0	0	0	0	0	2
ENSG00000236456	194	173	303	179	182	75
ENSG00000236457	0	0	0	0	0	0
ENSG00000236460	0	0	0	0	0	0
ENSG00000236461	0	3	0	0	0	0
ENSG00000236464	0	0	0	4	0	0
ENSG00000236466	0	0	0	0	0	0
ENSG00000236467	0	29	3	0	115	6
ENSG00000236469	0	0	0	0	0	0
ENSG00000236471	1	0	1	1	1	1
ENSG00000236472	3	11	3	2	7	8
ENSG00000236473	0	0	0	0	0	0
ENSG00000236474	0	0	0	1	1	1
ENSG00000236475	1	0	0	0	0	0
ENSG00000236476	0	0	0	0	1	0
ENSG00000236478	1	1	1	1	5	1
ENSG00000236480	282	260	558	188	115	244
ENSG00000236481	0	0	0	0	0	0
ENSG00000236484	107	29	39	67	23	9
ENSG00000236487	0	0	0	0	0	0
ENSG00000236489	0	0	1	1	2	0
ENSG00000236494	1	2	0	0	2	1
ENSG00000236495	0	1	0	0	0	0
ENSG00000236496	48	68	51	100	147	58
ENSG00000236497	0	0	0	0	0	0
ENSG00000236498	286	165	173	13	26	4
ENSG00000236500	0	0	0	0	0	0
ENSG00000236501	0	0	0	0	0	0
ENSG00000236502	28	0	0	0	0	0
ENSG00000236505	0	0	0	0	0	0
ENSG00000236507	0	0	0	0	0	0
ENSG00000236508	0	1	0	0	0	0
ENSG00000236509	0	0	0	0	0	0
ENSG00000236511	0	0	0	0	0	0
ENSG00000236512	1	0	1	2	0	0
ENSG00000236513	0	0	0	0	0	0
ENSG00000236514	0	0	0	0	0	0
ENSG00000236519	6	2	0	5	0	0
ENSG00000236520	0	0	0	0	0	0
ENSG00000236521	0	0	0	0	0	0
ENSG00000236525	0	0	0	0	0	0
ENSG00000236526	3	8	1	8	4	3
ENSG00000236527	1	1	4	1	3	4
ENSG00000236528	1	0	0	0	0	0
ENSG00000236532	1	3	1	0	0	0
ENSG00000236535	0	0	0	1	1	0
ENSG00000236536	0	2	0	0	2	0
ENSG00000236538	1	0	0	0	1	0
ENSG00000236539	3	1	1	1	3	1
ENSG00000236540	25	27	132	57	88	64
ENSG00000236541	0	0	0	0	0	0
ENSG00000236542	0	0	0	2	2	0
ENSG00000236543	0	0	0	0	0	0
ENSG00000236544	0	0	0	0	0	0
ENSG00000236545	0	0	0	0	1	0
ENSG00000236546	5	0	1	8	6	14
ENSG00000236548	5	9	0	0	5	5
ENSG00000236549	5	6	3	6	2	2
ENSG00000236550	0	0	0	0	0	0
ENSG00000236554	0	0	0	0	0	0
ENSG00000236556	0	0	0	0	0	0
ENSG00000236559	0	1	0	0	0	0
ENSG00000236564	0	2	0	1	2	1
ENSG00000236567	63	50	9	34	41	17
ENSG00000236570	253	471	371	386	656	239
ENSG00000236571	0	0	0	0	0	0
ENSG00000236576	0	0	0	0	0	0
ENSG00000236577	2	0	1	0	0	1
ENSG00000236580	1	3	15	2	5	1
ENSG00000236581	3	24	0	0	6	3
ENSG00000236583	31	44	104	23	42	16
ENSG00000236591	0	0	0	0	1	1
ENSG00000236594	0	0	0	0	0	0
ENSG00000236595	0	0	0	1	0	0
ENSG00000236596	0	0	1	0	0	0
ENSG00000236597	0	0	0	0	0	0
ENSG00000236603	2937	1104	1442	2983	1451	649
ENSG00000236604	0	0	0	0	0	0
ENSG00000236605	0	0	0	2	1	1
ENSG00000236606	0	0	0	0	0	0
ENSG00000236607	2	1	0	0	2	0
ENSG00000236609	331	159	230	0	0	0
ENSG00000236612	0	0	0	0	0	0
ENSG00000236617	4	4	1	11	21	6
ENSG00000236618	112	57	6	62	42	12
ENSG00000236626	1	0	0	0	0	0
ENSG00000236627	0	0	0	0	0	0
ENSG00000236634	0	0	0	0	0	0
ENSG00000236635	2	0	0	0	0	0
ENSG00000236641	1	1	0	2	0	0
ENSG00000236643	3	1	0	4	2	0
ENSG00000236648	0	0	0	0	0	0
ENSG00000236651	0	17	1	1	12	3
ENSG00000236653	0	0	0	0	0	0
ENSG00000236655	0	0	0	0	0	0
ENSG00000236656	0	0	0	0	0	0
ENSG00000236662	4	3	0	0	0	1
ENSG00000236664	0	0	0	0	0	0
ENSG00000236665	1	0	0	1	0	0
ENSG00000236667	7	5	2	2	3	1
ENSG00000236668	0	0	0	0	0	0
ENSG00000236671	0	0	0	0	1	0
ENSG00000236673	2206	13	31	4	2	0
ENSG00000236674	63	23	12	9	8	3
ENSG00000236676	0	0	0	0	0	0
ENSG00000236677	3	9	0	1	10	3
ENSG00000236678	0	0	0	14	2	0
ENSG00000236681	0	0	4	0	2	0
ENSG00000236682	17	12	1	4	3	5
ENSG00000236687	0	0	0	0	0	0
ENSG00000236689	0	0	0	0	0	0
ENSG00000236691	1	0	0	8	7	4
ENSG00000236695	8	4	1	2	3	0
ENSG00000236699	9	21	3	6	19	7
ENSG00000236700	0	0	0	0	0	0
ENSG00000236703	0	0	0	0	0	0
ENSG00000236704	0	0	0	0	0	0
ENSG00000236708	2	19	0	0	8	0
ENSG00000236709	0	0	0	1	0	0
ENSG00000236710	0	0	0	0	0	0
ENSG00000236711	2	1	0	0	0	0
ENSG00000236712	0	0	0	0	0	0
ENSG00000236713	0	0	1	0	0	0
ENSG00000236714	55	0	2	16	1	0
ENSG00000236716	0	0	0	0	0	0
ENSG00000236719	0	0	0	0	0	0
ENSG00000236720	0	0	0	0	0	0
ENSG00000236722	0	0	1	2	0	0
ENSG00000236723	13	18	1	4	14	1
ENSG00000236724	0	0	0	0	0	0
ENSG00000236731	4	0	0	2	0	0
ENSG00000236732	0	0	0	0	0	0
ENSG00000236733	4	1	0	1	0	0
ENSG00000236736	2	0	5	82	81	28
ENSG00000236740	0	0	0	0	0	2
ENSG00000236741	0	0	1	1	7	3
ENSG00000236744	0	0	0	0	0	0
ENSG00000236747	0	0	0	0	0	0
ENSG00000236748	2	0	0	2	0	0
ENSG00000236753	46	60	54	88	115	104
ENSG00000236754	4	1	0	14	3	5
ENSG00000236756	2	1	0	0	3	2
ENSG00000236758	0	0	0	0	0	0
ENSG00000236760	0	0	0	0	0	0
ENSG00000236763	0	0	1	0	0	0
ENSG00000236764	491	297	141	163	116	42
ENSG00000236769	0	0	0	0	0	0
ENSG00000236770	0	0	0	0	0	0
ENSG00000236772	6	4	30	5	5	5
ENSG00000236773	96	99	164	107	171	54
ENSG00000236777	0	0	1	1	1	0
ENSG00000236778	25	23	2	17	45	12
ENSG00000236779	70	127	217	37	98	43
ENSG00000236780	1	1	0	8	6	7
ENSG00000236782	30	28	101	27	17	16
ENSG00000236783	1	0	1	0	1	0
ENSG00000236785	0	0	0	0	0	0
ENSG00000236790	0	0	0	0	0	0
ENSG00000236791	0	0	0	0	0	0
ENSG00000236794	2	4	0	5	1	0
ENSG00000236795	0	0	0	0	0	0
ENSG00000236796	0	0	0	0	0	0
ENSG00000236797	10	10	1	0	0	0
ENSG00000236799	1	0	0	9	9	5
ENSG00000236800	0	0	0	0	0	0
ENSG00000236803	2	2	0	1	0	1
ENSG00000236806	0	1	1	0	2	2
ENSG00000236807	0	0	0	0	1	0
ENSG00000236809	53	22	11	45	41	12
ENSG00000236810	49	16	3	2	0	0
ENSG00000236811	14	9	6	9	14	12
ENSG00000236817	0	0	0	0	0	0
ENSG00000236818	2	1	2	32	41	20
ENSG00000236819	0	0	0	2	0	0
ENSG00000236822	0	0	0	0	0	0
ENSG00000236823	1	0	0	0	0	0
ENSG00000236827	0	0	0	0	0	0
ENSG00000236828	0	0	0	0	0	0
ENSG00000236829	20	11	2	8	10	1
ENSG00000236830	12	75	117	9	53	2
ENSG00000236832	0	0	0	0	0	0
ENSG00000236836	0	0	0	0	0	0
ENSG00000236837	0	0	0	0	0	0
ENSG00000236838	0	0	0	0	0	0
ENSG00000236839	0	0	0	0	0	0
ENSG00000236841	0	1	44	0	3	0
ENSG00000236842	0	0	0	0	0	0
ENSG00000236846	1	0	0	1	0	0
ENSG00000236848	0	0	0	0	0	0
ENSG00000236849	0	0	0	0	0	0
ENSG00000236854	0	0	0	0	0	0
ENSG00000236856	0	0	0	0	0	0
ENSG00000236858	0	0	0	0	0	0
ENSG00000236859	222	116	9	130	111	38
ENSG00000236860	1	1	0	0	0	0
ENSG00000236861	14	4	1	8	11	0
ENSG00000236863	0	0	0	0	0	1
ENSG00000236864	0	0	0	0	0	0
ENSG00000236866	0	0	0	0	0	0
ENSG00000236867	0	1	0	0	0	1
ENSG00000236869	5	4	1	3	2	1
ENSG00000236870	0	0	0	0	0	0
ENSG00000236871	5	7	0	0	0	0
ENSG00000236872	4	0	7	56	26	13
ENSG00000236874	0	0	0	0	0	0
ENSG00000236877	0	0	0	0	0	0
ENSG00000236878	0	0	0	0	0	0
ENSG00000236880	0	0	0	0	0	0
ENSG00000236882	0	0	0	1	1	1
ENSG00000236885	0	0	0	0	0	0
ENSG00000236886	0	1	1	0	0	0
ENSG00000236888	45	36	6	0	0	0
ENSG00000236892	0	0	0	0	0	0
ENSG00000236893	28	33	3	21	27	6
ENSG00000236894	0	0	0	0	0	0
ENSG00000236896	0	1	0	0	0	0
ENSG00000236897	0	0	0	0	0	0
ENSG00000236900	0	0	0	0	0	0
ENSG00000236901	343	151	30	314	263	34
ENSG00000236905	118	87	23	52	10	5
ENSG00000236908	1	0	0	1	0	2
ENSG00000236909	0	0	0	1	0	0
ENSG00000236911	0	0	0	0	0	0
ENSG00000236914	5	8	7	10	12	10
ENSG00000236915	0	0	0	0	0	0
ENSG00000236917	3	4	5	0	1	1
ENSG00000236920	0	0	0	0	0	0
ENSG00000236921	0	0	0	0	0	2
ENSG00000236922	0	0	0	0	0	0
ENSG00000236924	172	49	2	25	19	1
ENSG00000236929	0	0	0	0	0	0
ENSG00000236930	0	0	0	0	0	0
ENSG00000236935	1	0	0	1	1	0
ENSG00000236936	1	0	0	0	0	0
ENSG00000236937	1	1	0	0	3	0
ENSG00000236938	0	0	0	0	0	0
ENSG00000236939	0	0	0	0	3	0
ENSG00000236940	0	0	0	0	0	0
ENSG00000236942	48	92	118	194	526	162
ENSG00000236944	0	0	1	1	1	0
ENSG00000236947	9	2	0	1	1	2
ENSG00000236948	0	0	0	0	0	1
ENSG00000236950	0	0	0	0	0	0
ENSG00000236953	0	0	0	7	6	2
ENSG00000236957	0	0	0	0	0	0
ENSG00000236958	0	0	0	0	0	0
ENSG00000236959	0	0	0	0	0	0
ENSG00000236960	0	0	0	0	0	0
ENSG00000236961	0	0	0	0	0	0
ENSG00000236963	0	0	0	0	2	0
ENSG00000236965	0	0	0	0	0	0
ENSG00000236968	0	2	0	0	6	0
ENSG00000236973	0	1	9	1	7	1
ENSG00000236975	1	64	0	0	0	1
ENSG00000236977	0	1	0	0	1	0
ENSG00000236980	0	0	0	0	0	1
ENSG00000236982	4	4	1	2	1	2
ENSG00000236985	0	0	0	0	0	0
ENSG00000236986	10	15	30	15	26	4
ENSG00000236989	37	0	1	1	0	0
ENSG00000236990	0	0	0	0	0	0
ENSG00000236991	19	14	0	20	14	5
ENSG00000236993	36	26	79	1169	834	597
ENSG00000236994	0	1	0	0	0	0
ENSG00000236996	0	0	0	0	0	0
ENSG00000236998	5	1	1	4	0	2
ENSG00000236999	0	0	0	0	0	0
ENSG00000237000	0	0	0	0	0	0
ENSG00000237001	0	0	0	0	0	1
ENSG00000237002	0	0	0	0	0	3
ENSG00000237005	0	1	1	0	1	2
ENSG00000237007	3	25	68	1	11	14
ENSG00000237009	0	1	0	0	1	1
ENSG00000237011	0	0	0	0	0	0
ENSG00000237013	0	0	0	0	1	0
ENSG00000237014	0	0	0	0	1	0
ENSG00000237015	10	8	1	11	16	6
ENSG00000237016	4	2	2	4	4	1
ENSG00000237019	0	0	0	0	0	0
ENSG00000237021	8	10	0	18	16	3
ENSG00000237024	0	1	1	0	0	0
ENSG00000237027	0	0	0	0	4	0
ENSG00000237031	1	0	0	0	0	0
ENSG00000237033	61	34	6	43	18	13
ENSG00000237035	0	0	0	0	0	0
ENSG00000237036	5	4	2	14	6	4
ENSG00000237040	0	0	0	0	0	0
ENSG00000237041	1	2	0	1	1	0
ENSG00000237042	0	0	0	0	0	0
ENSG00000237053	0	0	0	0	0	0
ENSG00000237054	247	192	131	346	191	96
ENSG00000237058	3	0	0	0	0	0
ENSG00000237061	0	2	0	0	0	0
ENSG00000237062	0	0	0	0	0	0
ENSG00000237063	1	0	0	5	0	2
ENSG00000237068	0	0	0	0	0	0
ENSG00000237070	0	0	0	0	0	0
ENSG00000237072	0	0	0	0	0	0
ENSG00000237073	0	0	0	0	0	0
ENSG00000237074	0	0	0	0	3	1
ENSG00000237076	0	0	0	0	0	0
ENSG00000237077	392	364	405	266	434	152
ENSG00000237080	27	16	4	46	23	9
ENSG00000237082	10	2	5	0	1	0
ENSG00000237083	0	0	0	0	0	0
ENSG00000237087	29	14	33	0	3	2
ENSG00000237088	1	1	2	1	0	2
ENSG00000237089	0	0	1	0	0	0
ENSG00000237090	29	18	2	63	63	34
ENSG00000237092	0	0	0	0	0	0
ENSG00000237099	0	0	0	6	5	3
ENSG00000237101	10	13	2	12	18	3
ENSG00000237106	0	0	0	0	0	0
ENSG00000237107	0	0	1	2	1	0
ENSG00000237110	0	0	0	0	0	0
ENSG00000237111	0	0	0	0	0	0
ENSG00000237115	4	1	0	8	14	9
ENSG00000237119	0	0	0	0	0	0
ENSG00000237121	0	0	0	1	0	0
ENSG00000237124	0	0	0	0	0	0
ENSG00000237125	5	23	344	1	15	1
ENSG00000237126	28	12	33	15	15	15
ENSG00000237127	0	0	0	0	0	0
ENSG00000237128	0	1	0	0	0	0
ENSG00000237130	0	1	0	0	0	1
ENSG00000237131	0	0	0	0	0	1
ENSG00000237133	3	0	0	0	1	0
ENSG00000237135	0	0	0	2	0	0
ENSG00000237136	7	4	0	6	8	2
ENSG00000237137	0	0	0	0	0	0
ENSG00000237138	1	0	0	0	0	0
ENSG00000237139	0	0	0	0	1	0
ENSG00000237140	2	0	1	2	0	1
ENSG00000237148	0	0	0	0	0	0
ENSG00000237149	2	37	3	0	63	15
ENSG00000237152	11	2	1	12	0	0
ENSG00000237153	0	0	0	0	0	0
ENSG00000237158	0	3	0	2	0	0
ENSG00000237159	1	0	0	1	0	0
ENSG00000237160	0	0	0	0	0	0
ENSG00000237162	1	0	2	0	2	0
ENSG00000237163	0	0	0	0	0	0
ENSG00000237166	0	0	0	0	0	0
ENSG00000237167	0	0	0	0	0	0
ENSG00000237169	0	0	0	1	1	0
ENSG00000237171	0	0	0	0	0	0
ENSG00000237172	95	248	72	43	401	73
ENSG00000237173	1	0	3	14	8	3
ENSG00000237174	0	1	0	1	0	0
ENSG00000237175	0	0	0	0	0	0
ENSG00000237176	160	164	446	157	259	105
ENSG00000237178	0	0	0	0	0	0
ENSG00000237179	0	0	0	0	0	0
ENSG00000237180	0	0	0	0	1	0
ENSG00000237181	1	0	0	0	0	0
ENSG00000237183	0	0	0	0	0	0
ENSG00000237185	0	0	0	0	0	0
ENSG00000237186	4	6	13	2	3	3
ENSG00000237187	40	28	2	11	64	29
ENSG00000237188	45	41	12	57	74	12
ENSG00000237189	0	1	0	0	0	0
ENSG00000237190	1020	529	318	639	399	138
ENSG00000237193	0	0	0	0	0	0
ENSG00000237200	0	6	0	0	0	1
ENSG00000237205	0	1	0	0	0	0
ENSG00000237210	0	0	0	1	0	0
ENSG00000237212	0	0	0	0	0	0
ENSG00000237213	0	0	2	1	0	0
ENSG00000237217	0	0	0	0	0	0
ENSG00000237220	0	0	0	0	0	0
ENSG00000237221	0	0	0	0	0	0
ENSG00000237222	3	1	0	2	0	0
ENSG00000237224	0	0	0	0	0	0
ENSG00000237227	12	3	1	6	1	0
ENSG00000237230	0	0	0	0	0	0
ENSG00000237232	1	2	0	0	1	0
ENSG00000237233	3	0	0	11	0	0
ENSG00000237234	0	0	0	5	5	1
ENSG00000237235	0	0	0	0	0	0
ENSG00000237242	0	0	1	0	0	0
ENSG00000237243	0	0	0	0	0	0
ENSG00000237248	6	1	0	2	0	0
ENSG00000237249	2	6	70	1	0	0
ENSG00000237250	0	0	0	0	2	0
ENSG00000237251	0	0	0	0	0	0
ENSG00000237252	55	55	12	2	2	1
ENSG00000237254	0	0	0	1	5	13
ENSG00000237256	0	0	0	1	0	0
ENSG00000237257	1	0	0	0	0	0
ENSG00000237259	2	3	28	3	4	0
ENSG00000237260	1	1	2	0	0	0
ENSG00000237261	0	0	0	0	0	0
ENSG00000237262	0	0	0	3	0	1
ENSG00000237265	0	0	0	0	3	1
ENSG00000237266	0	0	0	0	0	0
ENSG00000237267	0	0	0	0	0	0
ENSG00000237271	0	0	0	0	0	0
ENSG00000237272	0	0	0	0	0	0
ENSG00000237274	2	0	0	0	0	1
ENSG00000237276	2	4	0	6	20	7
ENSG00000237279	2	0	15	0	0	0
ENSG00000237281	0	1	0	0	0	0
ENSG00000237282	0	0	0	0	0	0
ENSG00000237283	0	0	0	0	0	0
ENSG00000237286	11	0	0	2	4	5
ENSG00000237290	0	0	0	0	2	0
ENSG00000237292	0	0	0	3	0	0
ENSG00000237293	1	0	0	0	0	0
